mgtNo|^ivstgGb|^ivstgSpotNm|^adres|^xcnts|^ydnts|^ivstgOdr|^ivstgBgnde|^ivstgEndde|^pm10Val|^pm25Val|^no2Val|^so2Val|^coVal|^o3Val|^pbVal|^bzVal|^hclVal|^hgVal|^niVal|^cr6Val|^cdVal|^asVal|^hchoVal|^vcVal|^dioxinVal|^beVal|^ebVal|^c6h14Val|^c6h12Val|^deVal|^cfVal|^tceVal|^ctVal|^hcnVal|^gmenoPm1024hr|^gmenoPm10Year|^gmenoPm2524hr|^gmenoPm25Year|^gmenoNo21hr|^gmenoNo224hr|^gmenoNo2Year|^umenoPm1024hr|^umenoPm10Year|^umenoPm2524hr|^umenoPm25Year|^umenoSo21hr|^umenoSo224hr|^umenoSo2Year|^umenoNo21hr|^umenoNo224hr|^umenoNo2Year|^umenoCo1hr|^umenoCo8hr|^envrnGrad
DG2006C001|^IV02|^사과집하장 및 주거지(공사)|^사과집하장 및 주거지|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^59.4|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^사과집하장(철탑)|^사과집하장 및 주거지|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^91.5|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^산골마을(공사)|^산골마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.9|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^산골마을(철탑)|^산골마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^아랫같미마을(공사)|^아랫같미마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^51.1|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^아랫같미마을(철탑)|^아랫같미마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^78.4|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^앙게장(공사)|^앙게장|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^63.5|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^앙게장(철탑)|^앙게장|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^76.7|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^오리농장(공사)|^오리농장|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^53.7|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^오리농장(철탑)|^오리농장|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^123.6|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^유동마을(공사)|^유동마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.1|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^유동마을(철탑)|^유동마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^66.8|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^전원주택(공사)|^전원주택|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^52.4|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^전원주택(철탑)|^전원주택|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^94.2|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^축사득립가옥(공사)|^축사 및 득럽가옥|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^60.8|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^축사득립가옥(철탑)|^축사 및 득럽가옥|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.1|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^하보곡마을②(공사)|^하보곡마을②|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^56|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^하보곡마을②(철탑)|^하보곡마을②|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^47.1|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^한티마을(공사)|^한티마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^64|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^한티마을(철탑)|^한티마을|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^49.9|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^휴게소(자재운반로)|^휴게소|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.7|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^휴게소(철탑공사)|^휴게소|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^89.5|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^흑염소(철탑공사)|^흑염소목장|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^69.8|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV02|^흑염소목장(공사시)|^흑염소목장|^|^|^0차|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^56.6|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^
DG2006C001|^IV03|^휴천2동사무소|^영주시 휴천2동 318-4(휴천2동사무소 2층옥상)|^|^|^2005년|^|^|^51|^|^0.015|^0.008|^0.019|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-1|^경북 포항시 남구 송도동 동양시멘트 포항공장 옆|^|^|^1차|^20060420|^20060421|^36.1|^|^0.014|^0.007|^0.5|^0.015|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-1|^경북 포항시 남구 송도동 동양시멘트 포항공장 옆|^|^|^2차|^20060615|^20060617|^35|^|^0.018|^0.007|^0.6|^0.022|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-1|^경북 포항시 남구 송도동 동양시멘트 포항공장 옆|^|^|^3차|^20061009|^20061011|^42.2|^|^0.024|^0.006|^0.7|^0.02|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-1|^경북 포항시 남구 송도동 동양시멘트 포항공장 옆|^|^|^4차|^20070124|^20070125|^54.1|^|^0.018|^0.009|^0.4|^0.02|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-2|^경 북 포항시 남구 송도동 23통 송림공원 내|^|^|^1차|^20060420|^20060421|^19.3|^|^0.012|^0.005|^0.3|^0.017|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^좋음
DG2006D001|^IV01|^A-2|^경 북 포항시 남구 송도동 23통 송림공원 내|^|^|^2차|^20060615|^20060617|^22.2|^|^0.014|^0.005|^0.4|^0.024|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^좋음
DG2006D001|^IV01|^A-2|^경 북 포항시 남구 송도동 23통 송림공원 내|^|^|^3차|^20061009|^20061011|^34.1|^|^0.019|^0.006|^0.6|^0.018|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-2|^경 북 포항시 남구 송도동 23통 송림공원 내|^|^|^4차|^20070124|^20070125|^45.2|^|^0.015|^0.007|^0.4|^0.021|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-3|^경북 포항시 북구 죽도1동 성심유치원 옆|^|^|^1차|^20060420|^20060421|^29|^|^0.016|^0.006|^0.5|^0.013|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^좋음
DG2006D001|^IV01|^A-3|^경북 포항시 북구 죽도1동 성심유치원 옆|^|^|^2차|^20060615|^20060617|^30|^|^0.019|^0.005|^0.6|^0.021|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^좋음
DG2006D001|^IV01|^A-3|^경북 포항시 북구 죽도1동 성심유치원 옆|^|^|^3차|^20061009|^20061011|^38.8|^|^0.021|^0.005|^0.5|^0.018|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-3|^경북 포항시 북구 죽도1동 성심유치원 옆|^|^|^4차|^20070124|^20070125|^49.2|^|^0.02|^0.006|^0.6|^0.02|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-4|^경북 포항시 북구 동빈로2가 메이모텔 옆|^|^|^1차|^20060420|^20060421|^22.4|^|^0.017|^0.006|^0.5|^0.015|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^좋음
DG2006D001|^IV01|^A-4|^경북 포항시 북구 동빈로2가 메이모텔 옆|^|^|^2차|^20060615|^20060617|^33|^|^0.019|^0.005|^0.5|^0.022|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-4|^경북 포항시 북구 동빈로2가 메이모텔 옆|^|^|^3차|^20061009|^20061011|^43.9|^|^0.024|^0.006|^0.6|^0.019|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006D001|^IV01|^A-4|^경북 포항시 북구 동빈로2가 메이모텔 옆|^|^|^4차|^20070124|^20070125|^47.1|^|^0.021|^0.008|^0.5|^0.019|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-1|^경주시 양북면 경주국립공원 내|^242200|^248800|^1차|^20060222|^20060226|^41|^|^0.02|^0.005|^0.5|^0.01|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-1|^경주시 양북면 경주국립공원 내|^242200|^248800|^2차|^20060424|^20060428|^32.9|^|^0.021|^0.006|^0.5|^0.012|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-1|^경주시 양북면 경주국립공원 내|^242200|^248800|^3차|^20060703|^20060708|^40|^|^0.018|^0.003|^0.4|^0.024|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-1|^경주시 양북면 경주국립공원 내|^242200|^248800|^4차|^20061009|^20061013|^42|^|^0.021|^0.003|^0.4|^0.021|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-2|^경주시 감포읍 대본리 대본초교|^243050|^249700|^1차|^20060222|^20060226|^42.3|^|^0.02|^0.005|^0.4|^0.014|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-2|^경주시 감포읍 대본리 대본초교|^243050|^249700|^2차|^20060424|^20060428|^14.5|^|^0.025|^0.005|^0.5|^0.032|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-2|^경주시 감포읍 대본리 대본초교|^243050|^249700|^3차|^20060703|^20060708|^42|^|^0.019|^0.004|^0.5|^0.023|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-2|^경주시 감포읍 대본리 대본초교|^243050|^249700|^4차|^20061009|^20061013|^42|^|^0.022|^0.004|^0.4|^0.022|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-3|^경주시 양북면 봉길1리 75번지|^243500|^248050|^1차|^20060222|^20060226|^47|^|^0.023|^0.006|^0.5|^0.014|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-3|^경주시 양북면 봉길1리 75번지|^243500|^248050|^2차|^20060424|^20060428|^55|^|^0.032|^0.006|^0.7|^0.02|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-3|^경주시 양북면 봉길1리 75번지|^243500|^248050|^3차|^20060703|^20060708|^41|^|^0.019|^0.004|^0.4|^0.023|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-3|^경주시 양북면 봉길1리 75번지|^243500|^248050|^4차|^20061009|^20061013|^41|^|^0.021|^0.004|^0.4|^0.024|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-4|^경주시 양남면 나산리 나산마을회관|^241500|^245850|^1차|^20060222|^20060226|^43|^|^0.019|^0.006|^0.5|^0.011|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-4|^경주시 양남면 나산리 나산마을회관|^241500|^245850|^2차|^20060424|^20060428|^52|^|^0.018|^0.004|^0.4|^0.014|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-4|^경주시 양남면 나산리 나산마을회관|^241500|^245850|^3차|^20060703|^20060708|^41|^|^0.02|^0.003|^0.5|^0.021|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-4|^경주시 양남면 나산리 나산마을회관|^241500|^245850|^4차|^20061009|^20061013|^41|^|^0.022|^0.004|^0.4|^0.023|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-5|^경주시 양남면 읍천리 나산초교|^242500|^244550|^1차|^20060222|^20060226|^50|^|^0.027|^0.006|^0.7|^0.014|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-5|^경주시 양남면 읍천리 나산초교|^242500|^244550|^2차|^20060424|^20060428|^60|^|^0.024|^0.005|^0.5|^0.015|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-5|^경주시 양남면 읍천리 나산초교|^242500|^244550|^3차|^20060703|^20060708|^40|^|^0.018|^0.003|^0.5|^0.022|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-5|^경주시 양남면 읍천리 나산초교|^242500|^244550|^4차|^20061009|^20061013|^40|^|^0.02|^0.003|^0.5|^0.024|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-6|^경주시 양남면 나아리 한전기공 1실본관 옥상|^243100|^246000|^1차|^20060222|^20060226|^52|^|^0.028|^0.005|^0.7|^0.015|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-6|^경주시 양남면 나아리 한전기공 1실본관 옥상|^243100|^246000|^2차|^20060424|^20060428|^53|^|^0.02|^0.004|^0.5|^0.016|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-6|^경주시 양남면 나아리 한전기공 1실본관 옥상|^243100|^246000|^3차|^20060703|^20060708|^43|^|^0.021|^0.005|^0.5|^0.023|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV01|^A-6|^경주시 양남면 나아리 한전기공 1실본관 옥상|^243100|^246000|^4차|^20061009|^20061013|^45|^|^0.024|^0.005|^0.5|^0.024|^-777777|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^보통
DG2006E009|^IV02|^금회_봉길리 축사|^양북면 봉길리 축사|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^48.1|^|^|^|^|^|^|^|^0.0033|^|^|^|^
DG2006E009|^IV02|^금회_봉길리축사|^양북면 봉길리 축사|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^48.2|^|^|^|^|^|^|^|^0.0039|^|^|^|^
DG2006E009|^IV02|^금회_수제마을|^양북면 수제마을|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^48.5|^|^|^|^|^|^|^|^0.007|^|^|^|^
DG2006E009|^IV02|^금회_수제마을|^양북면 수제마을|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^48.9|^|^|^|^|^|^|^|^0.0101|^|^|^|^
DG2006E009|^IV02|^기협의_나산리마을1|^양남면 나산리 마을1|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.1|^|^|^|^|^|^|^|^0.0031|^|^|^|^
DG2006E009|^IV02|^기협의_나산리마을1|^양남면 나산리 마을1|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.2|^|^|^|^|^|^|^|^0.004|^|^|^|^
DG2006E009|^IV02|^기협의_나산리마을2|^양남면 나산리 마을2|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.1|^|^|^|^|^|^|^|^0.0031|^|^|^|^
DG2006E009|^IV02|^기협의_나산리마을2|^양남면 나산리 마을2|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.2|^|^|^|^|^|^|^|^0.004|^|^|^|^
DG2006E009|^IV02|^기협의_나산초등|^양남면 나산초등학교|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.2|^|^|^|^|^|^|^|^0.0037|^|^|^|^
DG2006E009|^IV02|^기협의_나산초등학교|^양남면 나산초등학교|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.3|^|^|^|^|^|^|^|^0.0048|^|^|^|^
DG2006E009|^IV02|^기협의_나아리 상가|^양남면 나아리 상가시설|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.3|^|^|^|^|^|^|^|^0.0048|^|^|^|^
DG2006E009|^IV02|^기협의_나아리가옥1|^양남면 나아리 가옥1|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.2|^|^|^|^|^|^|^|^0.0034|^|^|^|^
DG2006E009|^IV02|^기협의_나아리가옥1|^양남면 나아리 가옥1|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.3|^|^|^|^|^|^|^|^0.0044|^|^|^|^
DG2006E009|^IV02|^기협의_나아리가옥2|^양남면 나아리 가옥2|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.5|^|^|^|^|^|^|^|^0.0058|^|^|^|^
DG2006E009|^IV02|^기협의_나아리가옥2|^양남면 나아리 가옥2|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.8|^|^|^|^|^|^|^|^0.0085|^|^|^|^
DG2006E009|^IV02|^기협의_나아리상가|^양남면 나아리 상가시설|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^45.2|^|^|^|^|^|^|^|^0.0036|^|^|^|^
DG2006E009|^IV02|^기협의_나아마을|^양남면 나아마을|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.2|^|^|^|^|^|^|^|^0.004|^|^|^|^
DG2006E009|^IV02|^기협의_나아마을|^양남면 나아마을|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.4|^|^|^|^|^|^|^|^0.0053|^|^|^|^
DG2006E009|^IV02|^기협의_새마을|^양남면 새마을 마을|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.4|^|^|^|^|^|^|^|^0.0056|^|^|^|^
DG2006E009|^IV02|^기협의_새마을 마을|^양남면 새마을 마을|^|^|^2029|^2029|^2029|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.7|^|^|^|^|^|^|^|^0.0079|^|^|^|^
DG2006E009|^IV02|^기협의_수애마을|^양남면 수애마을|^|^|^2010|^2010|^2010|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^|^50.4|^|^|^|^|^|^|^|^0.0054|^|^|^|^
